"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
33,"technician","married","secondary","no",0,"yes","no","cellular",20,"apr",210,2,-1,0,"unknown","no"
55,"blue-collar","married","secondary","no",1011,"yes","no","cellular",12,"aug",112,2,-1,0,"unknown","no"
50,"unemployed","married","secondary","no",3674,"yes","no","unknown",30,"may",886,3,-1,0,"unknown","yes"
48,"management","single","secondary","no",1106,"no","yes","cellular",8,"jul",265,1,-1,0,"unknown","no"
30,"admin.","single","tertiary","no",732,"no","no","cellular",20,"nov",179,1,-1,0,"unknown","no"
28,"blue-collar","single","secondary","no",1955,"no","no","cellular",29,"jan",25,1,-1,0,"unknown","no"
37,"blue-collar","divorced","secondary","no",625,"yes","no","cellular",15,"may",68,4,359,2,"failure","no"
31,"student","single","unknown","no",7826,"no","no","telephone",17,"mar",133,7,-1,0,"unknown","no"
45,"housemaid","married","primary","no",4994,"no","no","unknown",20,"jun",48,1,-1,0,"unknown","no"
36,"blue-collar","single","secondary","no",3623,"no","no","unknown",12,"nov",71,1,378,1,"success","yes"
31,"admin.","single","secondary","no",1374,"yes","no","cellular",18,"may",290,2,370,1,"failure","no"
32,"housemaid","married","secondary","no",0,"yes","no","cellular",12,"may",549,1,368,2,"failure","no"
35,"student","single","tertiary","no",873,"yes","no","cellular",11,"may",197,1,277,2,"failure","no"
44,"blue-collar","married","secondary","no",373,"yes","no","unknown",8,"may",122,2,-1,0,"unknown","no"
56,"admin.","married","secondary","no",510,"yes","no","cellular",10,"jul",288,1,-1,0,"unknown","no"
32,"management","single","tertiary","no",-307,"yes","yes","cellular",7,"may",447,2,346,2,"failure","no"
40,"services","married","secondary","no",0,"yes","no","cellular",21,"nov",43,1,185,2,"failure","no"
29,"management","single","tertiary","no",941,"yes","no","unknown",27,"may",160,1,-1,0,"unknown","no"
29,"blue-collar","married","secondary","no",3007,"yes","no","cellular",20,"apr",19,5,-1,0,"unknown","no"
57,"blue-collar","married","unknown","no",2449,"no","no","cellular",13,"aug",142,2,-1,0,"unknown","no"
58,"blue-collar","divorced","primary","no",8218,"yes","no","cellular",31,"jul",124,10,-1,0,"unknown","no"
33,"management","married","tertiary","no",621,"no","no","cellular",12,"aug",913,5,-1,0,"unknown","no"
31,"admin.","single","secondary","no",4198,"no","no","cellular",25,"nov",234,1,-1,0,"unknown","yes"
39,"services","single","secondary","no",7066,"yes","no","cellular",15,"may",667,3,357,3,"other","yes"
38,"blue-collar","single","primary","no",947,"yes","no","cellular",12,"may",361,2,-1,0,"unknown","no"
36,"management","single","tertiary","no",4,"yes","no","cellular",7,"jul",529,1,61,3,"success","no"
54,"retired","married","primary","no",235,"no","yes","cellular",21,"nov",353,2,113,5,"failure","no"
57,"services","married","secondary","no",1166,"no","no","unknown",9,"jun",106,1,-1,0,"unknown","no"
26,"management","single","tertiary","no",122,"no","yes","cellular",8,"jul",160,1,-1,0,"unknown","no"
29,"blue-collar","married","primary","no",-235,"yes","no","cellular",22,"jul",189,1,-1,0,"unknown","no"
39,"management","married","tertiary","no",481,"no","no","cellular",7,"dec",929,5,189,1,"other","yes"
49,"blue-collar","single","primary","no",566,"yes","no","cellular",25,"jul",979,2,-1,0,"unknown","yes"
24,"technician","single","secondary","no",987,"no","yes","cellular",17,"jun",208,4,-1,0,"unknown","no"
33,"technician","single","secondary","no",0,"no","no","cellular",26,"aug",73,4,-1,0,"unknown","no"
45,"management","married","tertiary","no",1416,"yes","yes","cellular",19,"nov",740,1,-1,0,"unknown","no"
30,"student","single","unknown","no",-145,"no","yes","cellular",8,"jul",154,1,-1,0,"unknown","no"
61,"retired","married","primary","no",2863,"no","no","cellular",13,"nov",264,1,-1,0,"unknown","no"
46,"management","married","tertiary","no",1600,"yes","yes","cellular",11,"aug",1244,1,-1,0,"unknown","yes"
35,"blue-collar","single","secondary","no",0,"yes","no","cellular",16,"apr",1174,1,345,4,"other","yes"
45,"blue-collar","married","primary","no",61,"no","no","cellular",17,"apr",108,1,-1,0,"unknown","no"
56,"management","married","tertiary","no",171,"no","yes","telephone",17,"jul",610,2,-1,0,"unknown","no"
33,"technician","divorced","secondary","no",488,"no","no","cellular",5,"aug",332,2,-1,0,"unknown","no"
39,"blue-collar","married","secondary","no",750,"yes","yes","cellular",9,"jul",175,1,-1,0,"unknown","no"
73,"retired","married","tertiary","no",448,"no","no","cellular",22,"jun",68,1,90,1,"success","no"
56,"admin.","married","unknown","no",1167,"no","no","cellular",12,"aug",465,9,-1,0,"unknown","no"
54,"housemaid","married","tertiary","no",440,"no","no","cellular",19,"nov",89,1,-1,0,"unknown","no"
47,"blue-collar","married","secondary","no",290,"yes","no","unknown",20,"may",409,2,-1,0,"unknown","no"
32,"self-employed","single","tertiary","no",368,"no","no","cellular",21,"nov",149,2,-1,0,"unknown","no"
49,"management","single","tertiary","no",5689,"no","no","cellular",31,"aug",470,1,97,3,"failure","yes"
30,"management","married","tertiary","no",86,"yes","yes","cellular",7,"may",255,6,169,3,"failure","no"
18,"student","single","primary","no",608,"no","no","cellular",12,"aug",267,1,-1,0,"unknown","yes"
35,"management","married","tertiary","no",62,"no","no","cellular",7,"may",226,2,88,4,"success","yes"
40,"management","married","tertiary","no",710,"yes","no","cellular",5,"may",266,1,298,2,"failure","no"
56,"retired","divorced","tertiary","no",2370,"no","no","cellular",23,"jul",376,1,-1,0,"unknown","no"
22,"student","single","secondary","no",216,"no","no","cellular",8,"feb",363,1,187,1,"success","yes"
37,"technician","single","secondary","no",428,"yes","no","unknown",30,"may",107,1,-1,0,"unknown","no"
60,"housemaid","married","secondary","no",3587,"no","no","unknown",11,"jun",133,2,-1,0,"unknown","no"
41,"blue-collar","married","secondary","no",849,"yes","yes","cellular",12,"may",100,4,-1,0,"unknown","no"
37,"services","single","secondary","no",2,"yes","no","cellular",4,"feb",220,1,-1,0,"unknown","no"
56,"management","married","tertiary","no",3120,"yes","no","cellular",7,"aug",666,2,-1,0,"unknown","no"
25,"management","single","secondary","no",1272,"yes","no","cellular",24,"jul",342,2,-1,0,"unknown","no"
44,"technician","married","secondary","no",363,"no","yes","unknown",5,"jun",650,2,-1,0,"unknown","no"
42,"technician","married","secondary","no",688,"no","no","cellular",14,"aug",38,2,-1,0,"unknown","no"
40,"services","married","secondary","no",446,"yes","no","unknown",16,"may",1252,1,-1,0,"unknown","yes"
60,"management","married","tertiary","no",4063,"no","no","cellular",5,"aug",56,2,-1,0,"unknown","no"
44,"self-employed","married","primary","no",4,"no","no","cellular",12,"aug",327,2,-1,0,"unknown","no"
55,"blue-collar","married","primary","no",842,"no","no","telephone",31,"jul",144,2,-1,0,"unknown","no"
34,"blue-collar","married","secondary","no",837,"yes","yes","cellular",13,"apr",495,1,-1,0,"unknown","no"
34,"technician","divorced","secondary","no",7,"yes","yes","cellular",29,"aug",273,2,-1,0,"unknown","no"
31,"technician","married","secondary","no",54,"no","no","cellular",20,"nov",775,1,-1,0,"unknown","no"
60,"retired","married","secondary","no",8121,"yes","yes","cellular",18,"aug",98,7,-1,0,"unknown","no"
34,"self-employed","single","tertiary","no",1798,"yes","no","cellular",13,"may",196,3,-1,0,"unknown","no"
49,"admin.","married","secondary","no",1697,"yes","no","cellular",19,"nov",236,1,-1,0,"unknown","no"
51,"technician","married","secondary","no",52,"no","no","cellular",13,"aug",114,2,-1,0,"unknown","no"
29,"blue-collar","married","primary","no",10045,"yes","no","cellular",16,"apr",617,1,322,4,"failure","no"
45,"blue-collar","married","secondary","no",827,"yes","no","unknown",15,"may",319,5,-1,0,"unknown","no"
32,"blue-collar","married","secondary","no",687,"yes","no","unknown",9,"may",61,1,-1,0,"unknown","no"
54,"retired","married","primary","no",235,"no","yes","cellular",31,"jul",28,5,-1,0,"unknown","no"
33,"services","single","secondary","no",152,"yes","no","cellular",25,"may",202,2,365,2,"success","yes"
32,"technician","single","secondary","no",271,"yes","no","cellular",13,"may",80,2,268,2,"other","no"
29,"blue-collar","single","unknown","no",694,"yes","yes","cellular",16,"jul",1806,4,-1,0,"unknown","yes"
32,"entrepreneur","married","tertiary","no",598,"no","no","cellular",18,"aug",135,6,-1,0,"unknown","no"
29,"management","single","secondary","no",417,"no","no","cellular",7,"oct",90,1,-1,0,"unknown","no"
51,"blue-collar","divorced","secondary","no",1524,"yes","no","cellular",18,"nov",112,2,-1,0,"unknown","no"
59,"services","married","secondary","no",7475,"no","no","unknown",15,"may",587,1,-1,0,"unknown","no"
42,"management","married","tertiary","no",254,"no","no","cellular",9,"dec",288,7,183,4,"success","yes"
47,"technician","married","secondary","no",65,"no","no","cellular",28,"aug",118,8,-1,0,"unknown","no"
40,"management","single","tertiary","no",732,"no","no","cellular",29,"jan",148,2,-1,0,"unknown","no"
47,"blue-collar","married","primary","no",9346,"no","no","cellular",22,"aug",19,21,-1,0,"unknown","no"
71,"retired","married","tertiary","no",653,"no","no","telephone",26,"feb",367,1,-1,0,"unknown","yes"
39,"admin.","married","secondary","no",401,"yes","no","cellular",17,"nov",396,1,129,2,"failure","no"
41,"management","divorced","tertiary","no",902,"yes","no","cellular",3,"apr",134,1,-1,0,"unknown","no"
37,"blue-collar","single","secondary","no",336,"yes","no","unknown",12,"may",152,5,-1,0,"unknown","no"
30,"self-employed","married","secondary","no",2153,"yes","no","cellular",20,"nov",139,1,-1,0,"unknown","no"
32,"services","married","secondary","no",55,"yes","no","unknown",15,"may",546,9,-1,0,"unknown","no"
36,"management","single","tertiary","no",808,"no","no","unknown",21,"may",52,1,-1,0,"unknown","no"
51,"services","married","secondary","no",2248,"yes","no","unknown",5,"may",714,2,-1,0,"unknown","no"
45,"blue-collar","married","unknown","no",23,"yes","no","cellular",12,"may",134,4,-1,0,"unknown","no"
36,"services","single","secondary","no",9713,"yes","no","unknown",27,"may",72,3,-1,0,"unknown","no"
56,"blue-collar","married","primary","no",420,"yes","no","unknown",9,"may",76,1,-1,0,"unknown","no"
49,"services","married","secondary","no",271,"yes","yes","cellular",12,"may",541,2,330,2,"other","no"
52,"unemployed","married","tertiary","no",1023,"no","no","cellular",7,"jul",107,6,-1,0,"unknown","no"
35,"blue-collar","married","secondary","no",344,"no","no","unknown",5,"jun",25,1,-1,0,"unknown","no"
26,"student","single","secondary","no",2784,"yes","no","unknown",27,"may",264,1,-1,0,"unknown","no"
49,"management","single","tertiary","no",163,"yes","no","cellular",30,"jan",281,2,269,3,"failure","no"
44,"blue-collar","married","secondary","no",233,"no","yes","cellular",9,"jul",150,3,-1,0,"unknown","no"
45,"housemaid","married","secondary","no",1041,"yes","no","unknown",29,"may",238,3,-1,0,"unknown","no"
36,"blue-collar","married","secondary","no",89,"yes","no","cellular",7,"may",62,6,366,2,"failure","no"
45,"management","married","secondary","no",1546,"no","no","telephone",21,"nov",171,2,-1,0,"unknown","no"
44,"management","married","unknown","no",415,"yes","no","telephone",14,"may",7,7,-1,0,"unknown","no"
35,"blue-collar","married","primary","no",2490,"yes","no","cellular",18,"may",170,1,180,3,"failure","no"
55,"blue-collar","married","primary","no",283,"no","yes","cellular",9,"jul",115,1,-1,0,"unknown","no"
46,"technician","married","secondary","no",2527,"yes","yes","unknown",29,"may",201,3,-1,0,"unknown","no"
33,"technician","married","tertiary","no",8023,"no","no","cellular",25,"feb",196,1,87,4,"failure","no"
54,"blue-collar","married","secondary","no",5372,"yes","no","telephone",3,"feb",221,2,-1,0,"unknown","no"
38,"technician","single","secondary","no",1711,"no","no","cellular",20,"apr",379,3,202,1,"success","yes"
34,"admin.","divorced","secondary","no",627,"yes","no","unknown",7,"may",283,2,-1,0,"unknown","no"
32,"technician","single","secondary","no",40,"no","no","cellular",8,"aug",419,2,-1,0,"unknown","yes"
30,"technician","single","secondary","no",0,"no","no","cellular",27,"aug",109,2,-1,0,"unknown","no"
60,"retired","married","unknown","no",0,"no","no","cellular",28,"aug",113,2,-1,0,"unknown","no"
35,"self-employed","married","secondary","no",116,"no","no","unknown",6,"jun",361,1,-1,0,"unknown","no"
27,"self-employed","single","tertiary","no",202,"yes","no","cellular",21,"jul",678,1,-1,0,"unknown","no"
50,"management","married","tertiary","no",1859,"no","no","cellular",11,"aug",85,5,-1,0,"unknown","no"
37,"unemployed","single","tertiary","no",1291,"no","no","cellular",5,"aug",150,1,97,2,"success","yes"
41,"technician","single","tertiary","no",15302,"no","no","cellular",19,"aug",121,4,-1,0,"unknown","no"
32,"services","married","secondary","no",2796,"yes","no","unknown",3,"jun",143,8,-1,0,"unknown","no"
49,"services","married","secondary","no",1345,"yes","no","cellular",20,"apr",254,1,-1,0,"unknown","no"
32,"technician","single","secondary","no",68,"no","yes","cellular",20,"aug",237,4,-1,0,"unknown","no"
43,"admin.","married","secondary","no",-465,"yes","yes","cellular",23,"jul",166,1,-1,0,"unknown","no"
22,"student","single","secondary","no",2412,"yes","no","unknown",9,"may",238,2,-1,0,"unknown","no"
37,"housemaid","divorced","secondary","no",1040,"yes","no","cellular",21,"nov",567,1,184,1,"other","no"
53,"blue-collar","married","secondary","no",3079,"no","no","cellular",5,"apr",759,1,-1,0,"unknown","no"
54,"technician","divorced","secondary","no",0,"yes","yes","cellular",3,"feb",62,2,203,5,"failure","no"
24,"management","single","tertiary","no",393,"no","no","cellular",27,"sep",1298,1,-1,0,"unknown","yes"
34,"technician","married","secondary","no",883,"no","no","telephone",3,"feb",166,2,173,3,"failure","no"
43,"blue-collar","married","unknown","yes",-715,"yes","no","unknown",30,"may",67,3,-1,0,"unknown","no"
53,"technician","married","unknown","no",6859,"yes","no","unknown",20,"jun",32,27,-1,0,"unknown","no"
31,"admin.","divorced","secondary","no",82,"no","no","unknown",28,"may",254,1,-1,0,"unknown","no"
34,"management","married","tertiary","no",490,"yes","no","cellular",2,"feb",491,1,-1,0,"unknown","no"
54,"management","married","tertiary","no",154,"no","no","unknown",9,"may",155,3,-1,0,"unknown","no"
47,"technician","married","primary","no",187,"yes","no","unknown",9,"may",165,1,-1,0,"unknown","no"
32,"technician","single","tertiary","no",1150,"no","no","cellular",8,"aug",31,2,-1,0,"unknown","no"
36,"services","married","secondary","no",1694,"yes","yes","unknown",23,"may",164,6,-1,0,"unknown","no"
52,"services","married","unknown","no",482,"yes","yes","cellular",28,"jul",83,7,-1,0,"unknown","no"
58,"management","married","tertiary","no",0,"no","no","cellular",14,"sep",358,2,-1,0,"unknown","yes"
41,"management","divorced","tertiary","no",1401,"no","no","unknown",16,"jun",110,4,-1,0,"unknown","no"
58,"services","married","secondary","no",-37,"no","yes","telephone",6,"feb",150,2,205,6,"failure","no"
43,"admin.","single","unknown","no",474,"no","no","cellular",29,"jan",571,1,-1,0,"unknown","no"
31,"services","single","tertiary","no",620,"no","no","cellular",11,"aug",153,1,103,2,"failure","no"
35,"services","married","secondary","no",868,"no","no","cellular",6,"feb",36,1,-1,0,"unknown","no"
46,"unknown","married","secondary","no",1482,"no","no","cellular",19,"aug",139,3,-1,0,"unknown","no"
35,"technician","married","secondary","no",650,"yes","no","cellular",14,"may",241,2,349,2,"failure","no"
25,"admin.","single","secondary","no",4590,"yes","no","unknown",28,"may",199,2,-1,0,"unknown","no"
41,"management","married","tertiary","no",881,"no","no","cellular",8,"aug",75,2,-1,0,"unknown","no"
28,"management","single","tertiary","no",3796,"no","no","cellular",8,"jul",315,2,-1,0,"unknown","yes"
58,"services","married","secondary","no",74,"no","no","cellular",29,"aug",105,2,-1,0,"unknown","no"
38,"management","married","tertiary","no",238,"no","no","cellular",4,"aug",139,1,92,3,"failure","yes"
42,"management","married","tertiary","no",144,"no","no","cellular",7,"dec",143,1,283,3,"failure","no"
28,"student","single","secondary","no",5916,"no","no","cellular",20,"mar",93,5,-1,0,"unknown","no"
36,"blue-collar","divorced","secondary","no",2843,"no","no","cellular",12,"feb",473,1,182,1,"success","no"
37,"technician","married","secondary","no",987,"yes","yes","cellular",14,"may",306,2,-1,0,"unknown","no"
